Longitude,Lattitude,Pixel,Scan
43.5084632,-74.2348473,8300,14000
43.5055639,-74.2347793,8400,14000
43.5026644,-74.2347114,8500,14000
43.4997646,-74.2346433,8600,14000
43.4968646,-74.2345753,8700,14000
43.4939644,-74.2345072,8800,14000
43.4910639,-74.234439,8900,14000
43.4881631,-74.2343708,9000,14000
43.4852621,-74.2343026,9100,14000
43.4823609,-74.2342343,9200,14000
43.4794594,-74.234166,9300,14000
43.4765576,-74.2340976,9400,14000
43.4736556,-74.2340292,9500,14000
43.4707534,-74.2339608,9600,14000
43.4678509,-74.2338923,9700,14000
43.4649482,-74.2338237,9800,14000
43.4620452,-74.2337551,9900,14000
43.459142,-74.2336865,10000,14000
43.4562385,-74.2336178,10100,14000
43.4533348,-74.2335491,10200,14000
43.4504308,-74.2334803,10300,14000
43.4475266,-74.2334115,10400,14000
43.4446221,-74.2333426,10500,14000
43.4417174,-74.2332737,10600,14000
43.4388125,-74.2332047,10700,14000
43.4359072,-74.2331357,10800,14000
43.4330018,-74.2330667,10900,14000
43.4300961,-74.2329976,11000,14000
43.4271901,-74.2329285,11100,14000
43.4242839,-74.2328593,11200,14000
43.4213775,-74.2327901,11300,14000
43.4184708,-74.2327208,11400,14000
43.4155638,-74.2326515,11500,14000
43.4126567,-74.2325821,11600,14000
43.4097492,-74.2325127,11700,14000
43.4068415,-74.2324433,11800,14000
43.4039336,-74.2323738,11900,14000
43.4010545,-74.2323049,11999,14000
43.7485229,-74.2394313,0,14100
43.745644,-74.2393671,100,14100
43.742765,-74.2393028,200,14100
43.7398857,-74.2392384,300,14100
43.7370062,-74.2391741,400,14100
43.7341264,-74.2391096,500,14100
43.7312464,-74.2390452,600,14100
43.7283661,-74.2389806,700,14100
43.7254856,-74.2389161,800,14100
43.7226048,-74.2388515,900,14100
43.7197239,-74.2387868,1000,14100
43.7168426,-74.2387221,1100,14100
43.7139611,-74.2386574,1200,14100
43.7110794,-74.2385926,1300,14100
43.7081974,-74.2385278,1400,14100
43.7053152,-74.2384629,1500,14100
43.7024328,-74.238398,1600,14100
43.6995501,-74.2383331,1700,14100
43.6966672,-74.2382681,1800,14100
43.693784,-74.238203,1900,14100
43.6909005,-74.238138,2000,14100
43.6880169,-74.2380728,2100,14100
43.685133,-74.2380077,2200,14100
43.6822488,-74.2379424,2300,14100
43.6793644,-74.2378772,2400,14100
43.6764798,-74.2378119,2500,14100
43.6735949,-74.2377465,2600,14100
43.6707097,-74.2376811,2700,14100
43.6678244,-74.2376157,2800,14100
43.6649387,-74.2375502,2900,14100
43.6620529,-74.2374847,3000,14100
43.6591668,-74.2374191,3100,14100
43.6562804,-74.2373535,3200,14100
43.6533938,-74.2372878,3300,14100
43.650507,-74.2372221,3400,14100
43.6476199,-74.2371564,3500,14100
43.6447326,-74.2370906,3600,14100
43.641845,-74.2370248,3700,14100
43.6389572,-74.2369589,3800,14100
43.6360691,-74.236893,3900,14100
43.6331808,-74.236827,4000,14100
43.6302923,-74.236761,4100,14100
43.6274035,-74.2366949,4200,14100
43.6245144,-74.2366288,4300,14100
43.6216252,-74.2365627,4400,14100
43.6187356,-74.2364965,4500,14100
43.6158459,-74.2364303,4600,14100
43.6129558,-74.236364,4700,14100
43.6100656,-74.2362977,4800,14100
43.6071751,-74.2362313,4900,14100
43.6042843,-74.2361649,5000,14100
43.6013933,-74.2360985,5100,14100
43.5985021,-74.236032,5200,14100
43.5956106,-74.2359654,5300,14100
43.5927189,-74.2358988,5400,14100
43.5898269,-74.2358322,5500,14100
43.5869347,-74.2357655,5600,14100
43.5840422,-74.2356988,5700,14100
43.5811495,-74.2356321,5800,14100
43.5782565,-74.2355652,5900,14100
43.5753633,-74.2354984,6000,14100
43.5724699,-74.2354315,6100,14100
43.5695762,-74.2353646,6200,14100
43.5666822,-74.2352976,6300,14100
43.563788,-74.2352305,6400,14100
43.5608936,-74.2351635,6500,14100
43.5579989,-74.2350964,6600,14100
43.555104,-74.2350292,6700,14100
43.5522088,-74.234962,6800,14100
43.5493134,-74.2348947,6900,14100
43.5464178,-74.2348274,7000,14100
43.5435219,-74.2347601,7100,14100
43.5406257,-74.2346927,7200,14100
43.5377293,-74.2346253,7300,14100
43.5348327,-74.2345578,7400,14100
43.5319358,-74.2344903,7500,14100
43.5290386,-74.2344227,7600,14100
43.5261412,-74.2343551,7700,14100
43.5232436,-74.2342875,7800,14100
43.5203457,-74.2342198,7900,14100
43.5174476,-74.234152,8000,14100
43.5145492,-74.2340842,8100,14100
43.5116506,-74.2340164,8200,14100
43.5087518,-74.2339485,8300,14100
43.5058527,-74.2338806,8400,14100
43.5029533,-74.2338126,8500,14100
43.5000537,-74.2337446,8600,14100
43.4971539,-74.2336766,8700,14100
43.4942538,-74.2336085,8800,14100
43.4913534,-74.2335403,8900,14100
43.4884528,-74.2334721,9000,14100
43.485552,-74.2334039,9100,14100
43.4826509,-74.2333356,9200,14100
43.4797496,-74.2332673,9300,14100
43.476848,-74.2331989,9400,14100
43.4739462,-74.2331305,9500,14100
43.4710441,-74.2330621,9600,14100
43.4681418,-74.2329936,9700,14100
43.4652392,-74.232925,9800,14100
43.4623364,-74.2328564,9900,14100
43.4594333,-74.2327878,10000,14100
43.45653,-74.2327191,10100,14100
43.4536265,-74.2326504,10200,14100
43.4507227,-74.2325816,10300,14100
43.4478186,-74.2325128,10400,14100
43.4449143,-74.2324439,10500,14100
43.4420098,-74.232375,10600,14100
43.439105,-74.2323061,10700,14100
43.4361999,-74.2322371,10800,14100
43.4332946,-74.232168,10900,14100
43.4303891,-74.232099,11000,14100
43.4274833,-74.2320298,11100,14100
43.4245773,-74.2319606,11200,14100
43.421671,-74.2318914,11300,14100
43.4187645,-74.2318222,11400,14100
43.4158577,-74.2317528,11500,14100
43.4129507,-74.2316835,11600,14100
43.4100434,-74.2316141,11700,14100
43.4071359,-74.2315446,11800,14100
43.4042281,-74.2314751,11900,14100
43.4013491,-74.2314063,11999,14100
43.7487978,-74.2385324,0,14200
43.7459191,-74.2384681,100,14200
43.7430402,-74.2384038,200,14200
43.7401611,-74.2383395,300,14200
43.7372817,-74.2382751,400,14200
43.7344021,-74.2382107,500,14200
43.7315223,-74.2381462,600,14200
43.7286422,-74.2380817,700,14200
43.7257618,-74.2380172,800,14200
43.7228812,-74.2379526,900,14200
43.7200004,-74.2378879,1000,14200
43.7171193,-74.2378232,1100,14200
43.714238,-74.2377585,1200,14200
43.7113564,-74.2376937,1300,14200
43.7084746,-74.2376289,1400,14200
43.7055926,-74.237564,1500,14200
43.7027103,-74.2374991,1600,14200
43.6998278,-74.2374342,1700,14200
43.696945,-74.2373692,1800,14200
43.694062,-74.2373041,1900,14200
43.6911787,-74.2372391,2000,14200
43.6882952,-74.2371739,2100,14200
43.6854115,-74.2371088,2200,14200
43.6825275,-74.2370435,2300,14200
43.6796432,-74.2369783,2400,14200
43.6767588,-74.236913,2500,14200
43.673874,-74.2368476,2600,14200
43.6709891,-74.2367823,2700,14200
43.6681039,-74.2367168,2800,14200
43.6652184,-74.2366513,2900,14200
43.6623327,-74.2365858,3000,14200
43.6594468,-74.2365202,3100,14200
43.6565606,-74.2364546,3200,14200
43.6536741,-74.236389,3300,14200
43.6507875,-74.2363233,3400,14200
43.6479005,-74.2362575,3500,14200
43.6450134,-74.2361918,3600,14200
43.642126,-74.2361259,3700,14200
43.6392383,-74.23606,3800,14200
43.6363504,-74.2359941,3900,14200
43.6334623,-74.2359282,4000,14200
43.6305739,-74.2358622,4100,14200
43.6276853,-74.2357961,4200,14200
43.6247964,-74.23573,4300,14200
43.6219073,-74.2356639,4400,14200
43.6190179,-74.2355977,4500,14200
43.6161283,-74.2355315,4600,14200
43.6132384,-74.2354652,4700,14200
43.6103484,-74.2353989,4800,14200
43.607458,-74.2353325,4900,14200
43.6045674,-74.2352661,5000,14200
43.6016766,-74.2351997,5100,14200
43.5987855,-74.2351332,5200,14200
43.5958942,-74.2350666,5300,14200
43.5930026,-74.235,5400,14200
43.5901108,-74.2349334,5500,14200
43.5872187,-74.2348667,5600,14200
43.5843264,-74.2348,5700,14200
43.5814339,-74.2347333,5800,14200
43.5785411,-74.2346665,5900,14200
43.5756481,-74.2345996,6000,14200
43.5727548,-74.2345327,6100,14200
43.5698612,-74.2344658,6200,14200
43.5669675,-74.2343988,6300,14200
43.5640734,-74.2343318,6400,14200
43.5611792,-74.2342647,6500,14200
43.5582847,-74.2341976,6600,14200
43.5553899,-74.2341304,6700,14200
43.5524949,-74.2340632,6800,14200
43.5495996,-74.233996,6900,14200
43.5467041,-74.2339287,7000,14200
43.5438084,-74.2338613,7100,14200
43.5409124,-74.233794,7200,14200
43.5380162,-74.2337265,7300,14200
43.5351197,-74.2336591,7400,14200
43.532223,-74.2335915,7500,14200
43.529326,-74.233524,7600,14200
43.5264288,-74.2334564,7700,14200
43.5235313,-74.2333887,7800,14200
43.5206336,-74.233321,7900,14200
43.5177356,-74.2332533,8000,14200
43.5148374,-74.2331855,8100,14200
43.511939,-74.2331177,8200,14200
43.5090403,-74.2330498,8300,14200
43.5061413,-74.2329819,8400,14200
43.5032422,-74.2329139,8500,14200
43.5003427,-74.2328459,8600,14200
43.497443,-74.2327779,8700,14200
43.4945431,-74.2327098,8800,14200
43.4916429,-74.2326416,8900,14200
43.4887425,-74.2325734,9000,14200
43.4858418,-74.2325052,9100,14200
43.4829409,-74.2324369,9200,14200
43.4800397,-74.2323686,9300,14200
43.4771383,-74.2323002,9400,14200
43.4742367,-74.2322318,9500,14200
43.4713348,-74.2321634,9600,14200
43.4684326,-74.2320949,9700,14200
43.4655302,-74.2320263,9800,14200
43.4626276,-74.2319578,9900,14200
43.4597247,-74.2318891,10000,14200
43.4568215,-74.2318204,10100,14200
43.4539181,-74.2317517,10200,14200
43.4510145,-74.2316829,10300,14200
43.4481106,-74.2316141,10400,14200
43.4452065,-74.2315453,10500,14200
43.4423021,-74.2314764,10600,14200
43.4393974,-74.2314074,10700,14200
43.4364926,-74.2313384,10800,14200
43.4335874,-74.2312694,10900,14200
43.4306821,-74.2312003,11000,14200
43.4277764,-74.2311312,11100,14200
43.4248706,-74.231062,11200,14200
43.4219645,-74.2309928,11300,14200
43.4190581,-74.2309235,11400,14200
43.4161515,-74.2308542,11500,14200
43.4132446,-74.2307849,11600,14200
43.4103375,-74.2307155,11700,14200
43.4074301,-74.230646,11800,14200
43.4045225,-74.2305765,11900,14200
43.4016438,-74.2305077,11999,14200
43.7490727,-74.2376334,0,14300
43.7461942,-74.2375692,100,14300
43.7433154,-74.2375049,200,14300
43.7404365,-74.2374406,300,14300
43.7375573,-74.2373762,400,14300
43.7346778,-74.2373118,500,14300
43.7317981,-74.2372473,600,14300
43.7289182,-74.2371828,700,14300
43.726038,-74.2371182,800,14300
43.7231576,-74.2370536,900,14300
43.7202769,-74.236989,1000,14300
43.717396,-74.2369243,1100,14300
43.7145149,-74.2368596,1200,14300
43.7116335,-74.2367948,1300,14300
43.7087518,-74.23673,1400,14300
43.7058699,-74.2366651,1500,14300
43.7029878,-74.2366002,1600,14300
43.7001055,-74.2365353,1700,14300
43.6972228,-74.2364703,1800,14300
43.69434,-74.2364052,1900,14300
43.6914569,-74.2363402,2000,14300
43.6885735,-74.236275,2100,14300
43.68569,-74.2362099,2200,14300
43.6828061,-74.2361447,2300,14300
43.6799221,-74.2360794,2400,14300
43.6770377,-74.2360141,2500,14300
43.6741532,-74.2359488,2600,14300
43.6712684,-74.2358834,2700,14300
43.6683833,-74.2358179,2800,14300
43.665498,-74.2357525,2900,14300
43.6626125,-74.2356869,3000,14300
43.6597267,-74.2356214,3100,14300
43.6568407,-74.2355558,3200,14300
43.6539544,-74.2354901,3300,14300
43.6510679,-74.2354244,3400,14300
43.6481812,-74.2353587,3500,14300
43.6452942,-74.2352929,3600,14300
43.6424069,-74.2352271,3700,14300
43.6395194,-74.2351612,3800,14300
43.6366317,-74.2350953,3900,14300
43.6337437,-74.2350293,4000,14300
43.6308555,-74.2349633,4100,14300
43.627967,-74.2348973,4200,14300
43.6250783,-74.2348312,4300,14300
43.6221894,-74.234765,4400,14300
43.6193002,-74.2346989,4500,14300
43.6164107,-74.2346326,4600,14300
43.613521,-74.2345664,4700,14300
43.6106311,-74.2345,4800,14300
43.6077409,-74.2344337,4900,14300
43.6048505,-74.2343673,5000,14300
43.6019598,-74.2343008,5100,14300
43.5990689,-74.2342343,5200,14300
43.5961778,-74.2341678,5300,14300
43.5932864,-74.2341012,5400,14300
43.5903947,-74.2340346,5500,14300
43.5875028,-74.2339679,5600,14300
43.5846107,-74.2339012,5700,14300
43.5817183,-74.2338345,5800,14300
43.5788257,-74.2337677,5900,14300
43.5759328,-74.2337008,6000,14300
43.5730397,-74.2336339,6100,14300
43.5701463,-74.233567,6200,14300
43.5672527,-74.2335,6300,14300
43.5643588,-74.233433,6400,14300
43.5614647,-74.2333659,6500,14300
43.5585704,-74.2332988,6600,14300
43.5556758,-74.2332317,6700,14300
43.5527809,-74.2331645,6800,14300
43.5498859,-74.2330972,6900,14300
43.5469905,-74.2330299,7000,14300
43.5440949,-74.2329626,7100,14300
43.5411991,-74.2328952,7200,14300
43.538303,-74.2328278,7300,14300
43.5354067,-74.2327603,7400,14300
43.5325102,-74.2326928,7500,14300
43.5296134,-74.2326252,7600,14300
43.5267163,-74.2325576,7700,14300
43.523819,-74.23249,7800,14300
43.5209215,-74.2324223,7900,14300
43.5180237,-74.2323546,8000,14300
43.5151256,-74.2322868,8100,14300
43.5122273,-74.232219,8200,14300
43.5093288,-74.2321511,8300,14300
43.50643,-74.2320832,8400,14300
43.503531,-74.2320152,8500,14300
43.5006317,-74.2319472,8600,14300
43.4977322,-74.2318792,8700,14300
43.4948324,-74.2318111,8800,14300
43.4919324,-74.2317429,8900,14300
43.4890322,-74.2316747,9000,14300
43.4861317,-74.2316065,9100,14300
43.4832309,-74.2315382,9200,14300
43.4803299,-74.2314699,9300,14300
43.4774286,-74.2314016,9400,14300
43.4745272,-74.2313332,9500,14300
43.4716254,-74.2312647,9600,14300
43.4687234,-74.2311962,9700,14300
43.4658212,-74.2311277,9800,14300
43.4629187,-74.2310591,9900,14300
43.460016,-74.2309904,10000,14300
43.457113,-74.2309218,10100,14300
43.4542098,-74.230853,10200,14300
43.4513063,-74.2307843,10300,14300
43.4484026,-74.2307155,10400,14300
43.4454986,-74.2306466,10500,14300
43.4425944,-74.2305777,10600,14300
43.4396899,-74.2305088,10700,14300
43.4367852,-74.2304398,10800,14300
43.4338802,-74.2303707,10900,14300
43.430975,-74.2303017,11000,14300
43.4280696,-74.2302325,11100,14300
43.4251639,-74.2301634,11200,14300
43.4222579,-74.2300942,11300,14300
43.4193517,-74.2300249,11400,14300
43.4164453,-74.2299556,11500,14300
43.4135386,-74.2298862,11600,14300
43.4106316,-74.2298168,11700,14300
43.4077244,-74.2297474,11800,14300
43.404817,-74.2296779,11900,14300
43.4019384,-74.2296091,11999,14300
43.7493475,-74.2367345,0,14400
43.7464692,-74.2366702,100,14400
43.7435906,-74.236606,200,14400
43.7407118,-74.2365416,300,14400
43.7378328,-74.2364772,400,14400
43.7349535,-74.2364128,500,14400
43.732074,-74.2363484,600,14400
43.7291942,-74.2362839,700,14400
43.7263142,-74.2362193,800,14400
43.7234339,-74.2361547,900,14400
43.7205534,-74.2360901,1000,14400
43.7176727,-74.2360254,1100,14400
43.7147917,-74.2359607,1200,14400
43.7119104,-74.2358959,1300,14400
43.709029,-74.2358311,1400,14400
43.7061473,-74.2357662,1500,14400
43.7032653,-74.2357013,1600,14400
43.7003831,-74.2356364,1700,14400
43.6975006,-74.2355714,1800,14400
43.6946179,-74.2355064,1900,14400
43.691735,-74.2354413,2000,14400
43.6888518,-74.2353762,2100,14400
43.6859684,-74.235311,2200,14400
43.6830847,-74.2352458,2300,14400
43.6802008,-74.2351805,2400,14400
43.6773167,-74.2351152,2500,14400
43.6744323,-74.2350499,2600,14400
43.6715477,-74.2349845,2700,14400
43.6686628,-74.2349191,2800,14400
43.6657776,-74.2348536,2900,14400
43.6628923,-74.2347881,3000,14400
43.6600067,-74.2347225,3100,14400
43.6571208,-74.2346569,3200,14400
43.6542347,-74.2345913,3300,14400
43.6513483,-74.2345256,3400,14400
43.6484618,-74.2344598,3500,14400
43.6455749,-74.2343941,3600,14400
43.6426878,-74.2343282,3700,14400
43.6398005,-74.2342624,3800,14400
43.6369129,-74.2341964,3900,14400
43.6340251,-74.2341305,4000,14400
43.6311371,-74.2340645,4100,14400
43.6282488,-74.2339984,4200,14400
43.6253602,-74.2339323,4300,14400
43.6224714,-74.2338662,4400,14400
43.6195824,-74.2338,4500,14400
43.6166931,-74.2337338,4600,14400
43.6138036,-74.2336675,4700,14400
43.6109138,-74.2336012,4800,14400
43.6080238,-74.2335349,4900,14400
43.6051336,-74.2334685,5000,14400
43.602243,-74.233402,5100,14400
43.5993523,-74.2333355,5200,14400
43.5964613,-74.233269,5300,14400
43.5935701,-74.2332024,5400,14400
43.5906786,-74.2331358,5500,14400
43.5877868,-74.2330691,5600,14400
43.5848949,-74.2330024,5700,14400
43.5820027,-74.2329357,5800,14400
43.5791102,-74.2328689,5900,14400
43.5762175,-74.232802,6000,14400
43.5733245,-74.2327351,6100,14400
43.5704313,-74.2326682,6200,14400
43.5675379,-74.2326012,6300,14400
43.5646442,-74.2325342,6400,14400
43.5617502,-74.2324672,6500,14400
43.558856,-74.2324,6600,14400
43.5559616,-74.2323329,6700,14400
43.5530669,-74.2322657,6800,14400
43.550172,-74.2321984,6900,14400
43.5472769,-74.2321312,7000,14400
43.5443814,-74.2320638,7100,14400
43.5414858,-74.2319965,7200,14400
43.5385899,-74.231929,7300,14400
43.5356937,-74.2318616,7400,14400
43.5327973,-74.2317941,7500,14400
43.5299007,-74.2317265,7600,14400
43.5270038,-74.2316589,7700,14400
43.5241067,-74.2315913,7800,14400
43.5212093,-74.2315236,7900,14400
43.5183116,-74.2314558,8000,14400
43.5154138,-74.2313881,8100,14400
43.5125156,-74.2313202,8200,14400
43.5096173,-74.2312524,8300,14400
43.5067187,-74.2311845,8400,14400
43.5038198,-74.2311165,8500,14400
43.5009207,-74.2310485,8600,14400
43.4980213,-74.2309804,8700,14400
43.4951217,-74.2309124,8800,14400
43.4922219,-74.2308442,8900,14400
43.4893218,-74.230776,9000,14400
43.4864214,-74.2307078,9100,14400
43.4835208,-74.2306395,9200,14400
43.48062,-74.2305712,9300,14400
43.4777189,-74.2305029,9400,14400
43.4748176,-74.2304345,9500,14400
43.471916,-74.230366,9600,14400
43.4690142,-74.2302975,9700,14400
43.4661121,-74.230229,9800,14400
43.4632098,-74.2301604,9900,14400
43.4603072,-74.2300918,10000,14400
43.4574044,-74.2300231,10100,14400
43.4545014,-74.2299544,10200,14400
43.451598,-74.2298856,10300,14400
43.4486945,-74.2298168,10400,14400
43.4457907,-74.229748,10500,14400
43.4428866,-74.2296791,10600,14400
43.4399823,-74.2296101,10700,14400
43.4370778,-74.2295411,10800,14400
43.434173,-74.2294721,10900,14400
43.4312679,-74.229403,11000,14400
43.4283626,-74.2293339,11100,14400
43.4254571,-74.2292647,11200,14400
43.4225513,-74.2291955,11300,14400
43.4196453,-74.2291263,11400,14400
43.416739,-74.229057,11500,14400
43.4138325,-74.2289876,11600,14400
43.4109257,-74.2289182,11700,14400
43.4080187,-74.2288488,11800,14400
43.4051114,-74.2287793,11900,14400
43.4022329,-74.2287105,11999,14400
43.7496235,-74.2358359,0,14500
43.7467454,-74.2357717,100,14500
43.743867,-74.2357074,200,14500
43.7409883,-74.2356431,300,14500
43.7381095,-74.2355787,400,14500
43.7352303,-74.2355143,500,14500
43.732351,-74.2354498,600,14500
43.7294714,-74.2353853,700,14500
43.7265915,-74.2353208,800,14500
43.7237114,-74.2352562,900,14500
43.7208311,-74.2351915,1000,14500
43.7179505,-74.2351268,1100,14500
43.7150697,-74.2350621,1200,14500
43.7121886,-74.2349974,1300,14500
43.7093073,-74.2349325,1400,14500
43.7064257,-74.2348677,1500,14500
43.7035439,-74.2348028,1600,14500
43.7006619,-74.2347378,1700,14500
43.6977796,-74.2346729,1800,14500
43.6948971,-74.2346078,1900,14500
43.6920143,-74.2345428,2000,14500
43.6891313,-74.2344776,2100,14500
43.686248,-74.2344125,2200,14500
43.6833645,-74.2343473,2300,14500
43.6804808,-74.234282,2400,14500
43.6775968,-74.2342167,2500,14500
43.6747126,-74.2341514,2600,14500
43.6718281,-74.234086,2700,14500
43.6689434,-74.2340206,2800,14500
43.6660584,-74.2339551,2900,14500
43.6631732,-74.2338896,3000,14500
43.6602878,-74.233824,3100,14500
43.6574021,-74.2337584,3200,14500
43.6545161,-74.2336928,3300,14500
43.6516299,-74.2336271,3400,14500
43.6487435,-74.2335614,3500,14500
43.6458568,-74.2334956,3600,14500
43.6429699,-74.2334298,3700,14500
43.6400828,-74.2333639,3800,14500
43.6371954,-74.233298,3900,14500
43.6343077,-74.233232,4000,14500
43.6314198,-74.233166,4100,14500
43.6285317,-74.2331,4200,14500
43.6256433,-74.2330339,4300,14500
43.6227547,-74.2329678,4400,14500
43.6198658,-74.2329016,4500,14500
43.6169767,-74.2328354,4600,14500
43.6140873,-74.2327691,4700,14500
43.6111977,-74.2327028,4800,14500
43.6083079,-74.2326364,4900,14500
43.6054178,-74.23257,5000,14500
43.6025274,-74.2325036,5100,14500
43.5996368,-74.2324371,5200,14500
43.596746,-74.2323706,5300,14500
43.5938549,-74.232304,5400,14500
43.5909636,-74.2322374,5500,14500
43.5880721,-74.2321707,5600,14500
43.5851802,-74.232104,5700,14500
43.5822882,-74.2320373,5800,14500
43.5793959,-74.2319705,5900,14500
43.5765033,-74.2319036,6000,14500
43.5736105,-74.2318367,6100,14500
43.5707175,-74.2317698,6200,14500
43.5678242,-74.2317028,6300,14500
43.5649307,-74.2316358,6400,14500
43.5620369,-74.2315688,6500,14500
43.5591429,-74.2315017,6600,14500
43.5562486,-74.2314345,6700,14500
43.5533541,-74.2313673,6800,14500
43.5504594,-74.2313001,6900,14500
43.5475644,-74.2312328,7000,14500
43.5446691,-74.2311655,7100,14500
43.5417736,-74.2310981,7200,14500
43.5388779,-74.2310307,7300,14500
43.5359819,-74.2309632,7400,14500
43.5330857,-74.2308957,7500,14500
43.5301892,-74.2308281,7600,14500
43.5272924,-74.2307605,7700,14500
43.5243955,-74.2306929,7800,14500
43.5214983,-74.2306252,7900,14500
43.5186008,-74.2305575,8000,14500
43.5157031,-74.2304897,8100,14500
43.5128051,-74.2304219,8200,14500
43.5099069,-74.230354,8300,14500
43.5070085,-74.2302861,8400,14500
43.5041098,-74.2302182,8500,14500
43.5012108,-74.2301502,8600,14500
43.4983116,-74.2300821,8700,14500
43.4954122,-74.230014,8800,14500
43.4925125,-74.2299459,8900,14500
43.4896126,-74.2298777,9000,14500
43.4867124,-74.2298095,9100,14500
43.483812,-74.2297412,9200,14500
43.4809113,-74.2296729,9300,14500
43.4780104,-74.2296046,9400,14500
43.4751092,-74.2295362,9500,14500
43.4722078,-74.2294677,9600,14500
43.4693061,-74.2293992,9700,14500
43.4664042,-74.2293307,9800,14500
43.4635021,-74.2292621,9900,14500
43.4605997,-74.2291935,10000,14500
43.457697,-74.2291248,10100,14500
43.4547941,-74.2290561,10200,14500
43.451891,-74.2289873,10300,14500
43.4489876,-74.2289185,10400,14500
43.4460839,-74.2288497,10500,14500
43.4431801,-74.2287808,10600,14500
43.4402759,-74.2287119,10700,14500
43.4373715,-74.2286429,10800,14500
43.4344669,-74.2285738,10900,14500
43.431562,-74.2285048,11000,14500
43.4286569,-74.2284356,11100,14500
43.4257515,-74.2283665,11200,14500
43.4228459,-74.2282973,11300,14500
43.41994,-74.228228,11400,14500
43.4170339,-74.2281587,11500,14500
43.4141275,-74.2280894,11600,14500
43.4112209,-74.22802,11700,14500
43.4083141,-74.2279505,11800,14500
43.405407,-74.2278811,11900,14500
43.4025287,-74.2278122,11999,14500
43.7498997,-74.2349374,0,14600
43.7470217,-74.2348732,100,14600
43.7441435,-74.2348089,200,14600
43.741265,-74.2347445,300,14600
43.7383863,-74.2346802,400,14600
43.7355073,-74.2346158,500,14600
43.7326281,-74.2345513,600,14600
43.7297486,-74.2344868,700,14600
43.726869,-74.2344223,800,14600
43.723989,-74.2343577,900,14600
43.7211088,-74.234293,1000,14600
43.7182284,-74.2342284,1100,14600
43.7153478,-74.2341636,1200,14600
43.7124669,-74.2340989,1300,14600
43.7095857,-74.2340341,1400,14600
43.7067043,-74.2339692,1500,14600
43.7038227,-74.2339043,1600,14600
43.7009408,-74.2338394,1700,14600
43.6980587,-74.2337744,1800,14600
43.6951763,-74.2337094,1900,14600
43.6922937,-74.2336443,2000,14600
43.6894109,-74.2335792,2100,14600
43.6865278,-74.233514,2200,14600
43.6836444,-74.2334488,2300,14600
43.6807609,-74.2333836,2400,14600
43.677877,-74.2333183,2500,14600
43.674993,-74.2332529,2600,14600
43.6721087,-74.2331876,2700,14600
43.6692241,-74.2331221,2800,14600
43.6663393,-74.2330567,2900,14600
43.6634543,-74.2329911,3000,14600
43.660569,-74.2329256,3100,14600
43.6576834,-74.23286,3200,14600
43.6547977,-74.2327944,3300,14600
43.6519116,-74.2327287,3400,14600
43.6490254,-74.2326629,3500,14600
43.6461389,-74.2325972,3600,14600
43.6432521,-74.2325313,3700,14600
43.6403651,-74.2324655,3800,14600
43.6374779,-74.2323996,3900,14600
43.6345904,-74.2323336,4000,14600
43.6317027,-74.2322676,4100,14600
43.6288147,-74.2322016,4200,14600
43.6259265,-74.2321355,4300,14600
43.623038,-74.2320694,4400,14600
43.6201493,-74.2320032,4500,14600
43.6172604,-74.231937,4600,14600
43.6143712,-74.2318707,4700,14600
43.6114817,-74.2318044,4800,14600
43.608592,-74.2317381,4900,14600
43.6057021,-74.2316717,5000,14600
43.6028119,-74.2316052,5100,14600
43.5999215,-74.2315387,5200,14600
43.5970308,-74.2314722,5300,14600
43.5941399,-74.2314056,5400,14600
43.5912488,-74.231339,5500,14600
43.5883574,-74.2312724,5600,14600
43.5854657,-74.2312057,5700,14600
43.5825738,-74.2311389,5800,14600
43.5796817,-74.2310721,5900,14600
43.5767893,-74.2310053,6000,14600
43.5738967,-74.2309384,6100,14600
43.5710038,-74.2308715,6200,14600
43.5681107,-74.2308045,6300,14600
43.5652173,-74.2307375,6400,14600
43.5623237,-74.2306704,6500,14600
43.5594299,-74.2306033,6600,14600
43.5565358,-74.2305362,6700,14600
43.5536414,-74.230469,6800,14600
43.5507468,-74.2304017,6900,14600
43.547852,-74.2303345,7000,14600
43.5449569,-74.2302671,7100,14600
43.5420616,-74.2301998,7200,14600
43.539166,-74.2301323,7300,14600
43.5362702,-74.2300649,7400,14600
43.5333741,-74.2299974,7500,14600
43.5304778,-74.2299298,7600,14600
43.5275812,-74.2298622,7700,14600
43.5246844,-74.2297946,7800,14600
43.5217873,-74.2297269,7900,14600
43.51889,-74.2296592,8000,14600
43.5159925,-74.2295914,8100,14600
43.5130947,-74.2295236,8200,14600
43.5101967,-74.2294557,8300,14600
43.5072984,-74.2293878,8400,14600
43.5043998,-74.2293199,8500,14600
43.5015011,-74.2292519,8600,14600
43.498602,-74.2291838,8700,14600
43.4957028,-74.2291158,8800,14600
43.4928032,-74.2290476,8900,14600
43.4899035,-74.2289795,9000,14600
43.4870035,-74.2289112,9100,14600
43.4841032,-74.228843,9200,14600
43.4812027,-74.2287747,9300,14600
43.4783019,-74.2287063,9400,14600
43.4754009,-74.2286379,9500,14600
43.4724997,-74.2285695,9600,14600
43.4695982,-74.228501,9700,14600
43.4666965,-74.2284324,9800,14600
43.4637945,-74.2283639,9900,14600
43.4608922,-74.2282952,10000,14600
43.4579897,-74.2282266,10100,14600
43.455087,-74.2281579,10200,14600
