Longitude,Lattitude,Pixel,Scan
42.6144158,-73.916213,6500,0
42.6115622,-73.916147,6600,0
42.6087084,-73.9160811,6700,0
42.6058544,-73.9160151,6800,0
42.6030001,-73.915949,6900,0
42.6001456,-73.9158829,7000,0
42.5972909,-73.9158167,7100,0
42.5944359,-73.9157505,7200,0
42.5915806,-73.9156843,7300,0
42.5887252,-73.915618,7400,0
42.5858694,-73.9155517,7500,0
42.5830134,-73.9154853,7600,0
42.5801572,-73.9154189,7700,0
42.5773008,-73.9153524,7800,0
42.5744441,-73.9152859,7900,0
42.5715871,-73.9152194,8000,0
42.5687299,-73.9151528,8100,0
42.5658725,-73.9150862,8200,0
42.5630148,-73.9150195,8300,0
42.5601569,-73.9149528,8400,0
42.5572987,-73.914886,8500,0
42.5544403,-73.9148192,8600,0
42.5515816,-73.9147523,8700,0
42.5487227,-73.9146854,8800,0
42.5458636,-73.9146185,8900,0
42.5430042,-73.9145515,9000,0
42.5401445,-73.9144845,9100,0
42.5372846,-73.9144174,9200,0
42.5344245,-73.9143503,9300,0
42.5315641,-73.9142831,9400,0
42.5287035,-73.9142159,9500,0
42.5258426,-73.9141486,9600,0
42.5229815,-73.9140813,9700,0
42.5201202,-73.914014,9800,0
42.5172586,-73.9139466,9900,0
42.5143967,-73.9138792,10000,0
42.5115347,-73.9138117,10100,0
42.5086723,-73.9137442,10200,0
42.5058097,-73.9136766,10300,0
42.5029469,-73.913609,10400,0
42.5000838,-73.9135413,10500,0
42.4972205,-73.9134736,10600,0
42.494357,-73.9134059,10700,0
42.4914932,-73.9133381,10800,0
42.4886291,-73.9132703,10900,0
42.4857648,-73.9132024,11000,0
42.4829003,-73.9131345,11100,0
42.4800355,-73.9130665,11200,0
42.4771704,-73.9129985,11300,0
42.4743052,-73.9129305,11400,0
42.4714396,-73.9128624,11500,0
42.4685739,-73.9127942,11600,0
42.4657078,-73.912726,11700,0
42.4628416,-73.9126578,11800,0
42.4599751,-73.9125895,11900,0
42.457137,-73.9125219,11999,0
42.7996344,-73.9195063,0,100
42.7967967,-73.9194432,100,100
42.7939588,-73.9193801,200,100
42.7911207,-73.9193169,300,100
42.7882823,-73.9192537,400,100
42.7854437,-73.9191904,500,100
42.7826048,-73.9191271,600,100
42.7797657,-73.9190638,700,100
42.7769263,-73.9190004,800,100
42.7740868,-73.9189369,900,100
42.7712469,-73.9188734,1000,100
42.7684069,-73.9188099,1100,100
42.7655666,-73.9187463,1200,100
42.762726,-73.9186827,1300,100
42.7598852,-73.9186191,1400,100
42.7570442,-73.9185554,1500,100
42.7542029,-73.9184916,1600,100
42.7513614,-73.9184278,1700,100
42.7485197,-73.918364,1800,100
42.7456777,-73.9183001,1900,100
42.7428354,-73.9182362,2000,100
42.739993,-73.9181723,2100,100
42.7371502,-73.9181083,2200,100
42.7343073,-73.9180442,2300,100
42.7314641,-73.9179801,2400,100
42.7286207,-73.917916,2500,100
42.725777,-73.9178518,2600,100
42.722933,-73.9177876,2700,100
42.7200889,-73.9177233,2800,100
42.7172445,-73.917659,2900,100
42.7143998,-73.9175947,3000,100
42.7115549,-73.9175303,3100,100
42.7087098,-73.9174658,3200,100
42.7058644,-73.9174013,3300,100
42.7030188,-73.9173368,3400,100
42.700173,-73.9172722,3500,100
42.6973269,-73.9172076,3600,100
42.6944805,-73.917143,3700,100
42.6916339,-73.9170783,3800,100
42.6887871,-73.9170135,3900,100
42.68594,-73.9169487,4000,100
42.6830927,-73.9168839,4100,100
42.6802452,-73.916819,4200,100
42.6773974,-73.9167541,4300,100
42.6745494,-73.9166891,4400,100
42.6717011,-73.9166241,4500,100
42.6688526,-73.9165591,4600,100
42.6660038,-73.916494,4700,100
42.6631548,-73.9164289,4800,100
42.6603055,-73.9163637,4900,100
42.657456,-73.9162985,5000,100
42.6546063,-73.9162332,5100,100
42.6517563,-73.9161679,5200,100
42.6489061,-73.9161025,5300,100
42.6460557,-73.9160371,5400,100
42.643205,-73.9159717,5500,100
42.640354,-73.9159062,5600,100
42.6375028,-73.9158407,5700,100
42.6346514,-73.9157751,5800,100
42.6317997,-73.9157095,5900,100
42.6289478,-73.9156438,6000,100
42.6260956,-73.9155781,6100,100
42.6232432,-73.9155123,6200,100
42.6203906,-73.9154465,6300,100
42.6175377,-73.9153807,6400,100
42.6146845,-73.9153148,6500,100
42.6118312,-73.9152489,6600,100
42.6089775,-73.9151829,6700,100
42.6061237,-73.9151169,6800,100
42.6032696,-73.9150508,6900,100
42.6004152,-73.9149847,7000,100
42.5975606,-73.9149186,7100,100
42.5947058,-73.9148524,7200,100
42.5918507,-73.9147862,7300,100
42.5889953,-73.9147199,7400,100
42.5861398,-73.9146536,7500,100
42.583284,-73.9145872,7600,100
42.5804279,-73.9145208,7700,100
42.5775716,-73.9144543,7800,100
42.574715,-73.9143878,7900,100
42.5718583,-73.9143213,8000,100
42.5690012,-73.9142547,8100,100
42.5661439,-73.9141881,8200,100
42.5632864,-73.9141214,8300,100
42.5604286,-73.9140547,8400,100
42.5575706,-73.9139879,8500,100
42.5547124,-73.9139211,8600,100
42.5518539,-73.9138542,8700,100
42.5489951,-73.9137874,8800,100
42.5461361,-73.9137204,8900,100
42.5432769,-73.9136534,9000,100
42.5404174,-73.9135864,9100,100
42.5375577,-73.9135193,9200,100
42.5346977,-73.9134522,9300,100
42.5318375,-73.913385,9400,100
42.528977,-73.9133178,9500,100
42.5261163,-73.9132506,9600,100
42.5232554,-73.9131833,9700,100
42.5203942,-73.9131159,9800,100
42.5175327,-73.9130486,9900,100
42.5146711,-73.9129811,10000,100
42.5118091,-73.9129137,10100,100
42.508947,-73.9128461,10200,100
42.5060845,-73.9127786,10300,100
42.5032219,-73.912711,10400,100
42.500359,-73.9126433,10500,100
42.4974958,-73.9125756,10600,100
42.4946324,-73.9125079,10700,100
42.4917687,-73.9124401,10800,100
42.4889048,-73.9123723,10900,100
42.4860407,-73.9123044,11000,100
42.4831763,-73.9122365,11100,100
42.4803117,-73.9121685,11200,100
42.4774468,-73.9121005,11300,100
42.4745817,-73.9120325,11400,100
42.4717163,-73.9119644,11500,100
42.4688507,-73.9118962,11600,100
42.4659849,-73.9118281,11700,100
42.4631187,-73.9117598,11800,100
42.4602524,-73.9116916,11900,100
42.4574145,-73.9116239,11999,100
42.7998928,-73.9186079,0,200
42.7970553,-73.9185449,100,200
42.7942176,-73.9184817,200,200
42.7913796,-73.9184185,300,200
42.7885414,-73.9183553,400,200
42.7857029,-73.9182921,500,200
42.7828642,-73.9182287,600,200
42.7800253,-73.9181654,700,200
42.7771861,-73.918102,800,200
42.7743467,-73.9180386,900,200
42.771507,-73.9179751,1000,200
42.7686671,-73.9179116,1100,200
42.7658269,-73.917848,1200,200
42.7629865,-73.9177844,1300,200
42.7601459,-73.9177207,1400,200
42.757305,-73.917657,1500,200
42.7544639,-73.9175933,1600,200
42.7516226,-73.9175295,1700,200
42.748781,-73.9174657,1800,200
42.7459391,-73.9174018,1900,200
42.7430971,-73.9173379,2000,200
42.7402548,-73.9172739,2100,200
42.7374122,-73.9172099,2200,200
42.7345694,-73.9171459,2300,200
42.7317264,-73.9170818,2400,200
42.7288831,-73.9170177,2500,200
42.7260395,-73.9169535,2600,200
42.7231958,-73.9168893,2700,200
42.7203518,-73.916825,2800,200
42.7175075,-73.9167607,2900,200
42.714663,-73.9166964,3000,200
42.7118183,-73.916632,3100,200
42.7089733,-73.9165675,3200,200
42.7061281,-73.9165031,3300,200
42.7032827,-73.9164385,3400,200
42.700437,-73.916374,3500,200
42.697591,-73.9163094,3600,200
42.6947448,-73.9162447,3700,200
42.6918984,-73.91618,3800,200
42.6890517,-73.9161153,3900,200
42.6862048,-73.9160505,4000,200
42.6833577,-73.9159857,4100,200
42.6805103,-73.9159208,4200,200
42.6776627,-73.9158559,4300,200
42.6748148,-73.9157909,4400,200
42.6719667,-73.9157259,4500,200
42.6691183,-73.9156609,4600,200
42.6662697,-73.9155958,4700,200
42.6634208,-73.9155306,4800,200
42.6605717,-73.9154655,4900,200
42.6577224,-73.9154002,5000,200
42.6548728,-73.915335,5100,200
42.652023,-73.9152697,5200,200
42.649173,-73.9152043,5300,200
42.6463227,-73.9151389,5400,200
42.6434721,-73.9150735,5500,200
42.6406213,-73.915008,5600,200
42.6377703,-73.9149425,5700,200
42.634919,-73.9148769,5800,200
42.6320675,-73.9148113,5900,200
42.6292157,-73.9147456,6000,200
42.6263637,-73.9146799,6100,200
42.6235115,-73.9146142,6200,200
42.620659,-73.9145484,6300,200
42.6178062,-73.9144825,6400,200
42.6149533,-73.9144167,6500,200
42.6121001,-73.9143507,6600,200
42.6092466,-73.9142848,6700,200
42.6063929,-73.9142188,6800,200
42.6035389,-73.9141527,6900,200
42.6006847,-73.9140866,7000,200
42.5978303,-73.9140205,7100,200
42.5949756,-73.9139543,7200,200
42.5921207,-73.913888,7300,200
42.5892655,-73.9138218,7400,200
42.5864101,-73.9137554,7500,200
42.5835544,-73.9136891,7600,200
42.5806985,-73.9136227,7700,200
42.5778424,-73.9135562,7800,200
42.574986,-73.9134897,7900,200
42.5721294,-73.9134232,8000,200
42.5692725,-73.9133566,8100,200
42.5664154,-73.91329,8200,200
42.563558,-73.9132233,8300,200
42.5607004,-73.9131566,8400,200
42.5578425,-73.9130898,8500,200
42.5549844,-73.913023,8600,200
42.5521261,-73.9129562,8700,200
42.5492675,-73.9128893,8800,200
42.5464087,-73.9128223,8900,200
42.5435496,-73.9127554,9000,200
42.5406903,-73.9126883,9100,200
42.5378307,-73.9126213,9200,200
42.5349709,-73.9125541,9300,200
42.5321108,-73.912487,9400,200
42.5292505,-73.9124198,9500,200
42.52639,-73.9123525,9600,200
42.5235292,-73.9122852,9700,200
42.5206681,-73.9122179,9800,200
42.5178069,-73.9121505,9900,200
42.5149453,-73.9120831,10000,200
42.5120836,-73.9120156,10100,200
42.5092215,-73.9119481,10200,200
42.5063593,-73.9118806,10300,200
42.5034968,-73.911813,10400,200
42.500634,-73.9117453,10500,200
42.497771,-73.9116776,10600,200
42.4949078,-73.9116099,10700,200
42.4920443,-73.9115421,10800,200
42.4891806,-73.9114743,10900,200
42.4863166,-73.9114064,11000,200
42.4834523,-73.9113385,11100,200
42.4805879,-73.9112705,11200,200
42.4777232,-73.9112025,11300,200
42.4748582,-73.9111345,11400,200
42.471993,-73.9110664,11500,200
42.4691275,-73.9109983,11600,200
42.4662618,-73.9109301,11700,200
42.4633959,-73.9108619,11800,200
42.4605297,-73.9107936,11900,200
42.4576919,-73.910726,11999,200
42.8001513,-73.9177095,0,300
42.797314,-73.9176465,100,300
42.7944764,-73.9175833,200,300
42.7916385,-73.9175202,300,300
42.7888005,-73.9174569,400,300
42.7859622,-73.9173937,500,300
42.7831236,-73.9173304,600,300
42.7802848,-73.917267,700,300
42.7774458,-73.9172036,800,300
42.7746065,-73.9171402,900,300
42.771767,-73.9170767,1000,300
42.7689273,-73.9170132,1100,300
42.7660873,-73.9169496,1200,300
42.7632471,-73.916886,1300,300
42.7604066,-73.9168224,1400,300
42.7575659,-73.9167587,1500,300
42.7547249,-73.916695,1600,300
42.7518837,-73.9166312,1700,300
42.7490423,-73.9165674,1800,300
42.7462006,-73.9165035,1900,300
42.7433587,-73.9164396,2000,300
42.7405165,-73.9163756,2100,300
42.7376741,-73.9163116,2200,300
42.7348315,-73.9162476,2300,300
42.7319886,-73.9161835,2400,300
42.7291455,-73.9161194,2500,300
42.7263021,-73.9160552,2600,300
42.7234585,-73.915991,2700,300
42.7206146,-73.9159267,2800,300
42.7177706,-73.9158624,2900,300
42.7149262,-73.9157981,3000,300
42.7120817,-73.9157337,3100,300
42.7092368,-73.9156693,3200,300
42.7063918,-73.9156048,3300,300
42.7035465,-73.9155403,3400,300
42.7007009,-73.9154757,3500,300
42.6978552,-73.9154111,3600,300
42.6950091,-73.9153464,3700,300
42.6921629,-73.9152817,3800,300
42.6893164,-73.915217,3900,300
42.6864696,-73.9151522,4000,300
42.6836226,-73.9150874,4100,300
42.6807754,-73.9150225,4200,300
42.6779279,-73.9149576,4300,300
42.6750802,-73.9148927,4400,300
42.6722322,-73.9148277,4500,300
42.669384,-73.9147626,4600,300
42.6665356,-73.9146975,4700,300
42.6636869,-73.9146324,4800,300
42.6608379,-73.9145672,4900,300
42.6579888,-73.914502,5000,300
42.6551393,-73.9144368,5100,300
42.6522897,-73.9143714,5200,300
42.6494398,-73.9143061,5300,300
42.6465896,-73.9142407,5400,300
42.6437392,-73.9141753,5500,300
42.6408886,-73.9141098,5600,300
42.6380377,-73.9140443,5700,300
42.6351866,-73.9139787,5800,300
42.6323353,-73.9139131,5900,300
42.6294837,-73.9138474,6000,300
42.6266318,-73.9137817,6100,300
42.6237797,-73.913716,6200,300
42.6209274,-73.9136502,6300,300
42.6180748,-73.9135844,6400,300
42.615222,-73.9135185,6500,300
42.6123689,-73.9134526,6600,300
42.6095156,-73.9133866,6700,300
42.6066621,-73.9133206,6800,300
42.6038083,-73.9132545,6900,300
42.6009542,-73.9131884,7000,300
42.5981,-73.9131223,7100,300
42.5952454,-73.9130561,7200,300
42.5923907,-73.9129899,7300,300
42.5895356,-73.9129236,7400,300
42.5866804,-73.9128573,7500,300
42.5838249,-73.9127909,7600,300
42.5809691,-73.9127245,7700,300
42.5781132,-73.9126581,7800,300
42.5752569,-73.9125916,7900,300
42.5724005,-73.9125251,8000,300
42.5695437,-73.9124585,8100,300
42.5666868,-73.9123919,8200,300
42.5638296,-73.9123252,8300,300
42.5609721,-73.9122585,8400,300
42.5581144,-73.9121917,8500,300
42.5552565,-73.9121249,8600,300
42.5523983,-73.9120581,8700,300
42.5495398,-73.9119912,8800,300
42.5466812,-73.9119243,8900,300
42.5438223,-73.9118573,9000,300
42.5409631,-73.9117903,9100,300
42.5381037,-73.9117232,9200,300
42.535244,-73.9116561,9300,300
42.5323841,-73.9115889,9400,300
42.529524,-73.9115217,9500,300
42.5266636,-73.9114545,9600,300
42.523803,-73.9113872,9700,300
42.5209421,-73.9113199,9800,300
42.518081,-73.9112525,9900,300
42.5152196,-73.9111851,10000,300
42.512358,-73.9111176,10100,300
42.5094961,-73.9110501,10200,300
42.506634,-73.9109825,10300,300
42.5037717,-73.9109149,10400,300
42.5009091,-73.9108473,10500,300
42.4980462,-73.9107796,10600,300
42.4951831,-73.9107119,10700,300
42.4923198,-73.9106441,10800,300
42.4894562,-73.9105763,10900,300
42.4865924,-73.9105084,11000,300
42.4837283,-73.9104405,11100,300
42.480864,-73.9103725,11200,300
42.4779995,-73.9103045,11300,300
42.4751347,-73.9102365,11400,300
42.4722696,-73.9101684,11500,300
42.4694043,-73.9101003,11600,300
42.4665388,-73.9100321,11700,300
42.463673,-73.9099639,11800,300
42.460807,-73.9098956,11900,300
42.4579693,-73.909828,11999,300
42.8004097,-73.9168111,0,400
42.7975725,-73.9167481,100,400
42.7947351,-73.9166849,200,400
42.7918974,-73.9166218,300,400
42.7890595,-73.9165586,400,400
42.7862214,-73.9164953,500,400
42.783383,-73.916432,600,400
42.7805444,-73.9163687,700,400
42.7777055,-73.9163053,800,400
42.7748664,-73.9162418,900,400
42.772027,-73.9161784,1000,400
42.7691874,-73.9161148,1100,400
42.7663476,-73.9160513,1200,400
42.7635075,-73.9159877,1300,400
42.7606672,-73.915924,1400,400
42.7578267,-73.9158603,1500,400
42.7549859,-73.9157966,1600,400
42.7521448,-73.9157328,1700,400
42.7493035,-73.915669,1800,400
42.746462,-73.9156051,1900,400
42.7436203,-73.9155412,2000,400
42.7407783,-73.9154773,2100,400
42.737936,-73.9154133,2200,400
42.7350935,-73.9153493,2300,400
42.7322508,-73.9152852,2400,400
42.7294078,-73.9152211,2500,400
42.7265646,-73.9151569,2600,400
42.7237212,-73.9150927,2700,400
42.7208775,-73.9150284,2800,400
42.7180336,-73.9149641,2900,400
42.7151894,-73.9148998,3000,400
42.712345,-73.9148354,3100,400
42.7095003,-73.914771,3200,400
42.7066554,-73.9147065,3300,400
42.7038103,-73.914642,3400,400
42.7009649,-73.9145774,3500,400
42.6981193,-73.9145128,3600,400
42.6952734,-73.9144482,3700,400
42.6924273,-73.9143835,3800,400
42.6895809,-73.9143187,3900,400
42.6867343,-73.914254,4000,400
42.6838875,-73.9141891,4100,400
42.6810404,-73.9141243,4200,400
42.6781931,-73.9140594,4300,400
42.6753455,-73.9139944,4400,400
42.6724977,-73.9139294,4500,400
42.6696497,-73.9138644,4600,400
42.6668014,-73.9137993,4700,400
42.6639529,-73.9137342,4800,400
42.6611041,-73.913669,4900,400
42.6582551,-73.9136038,5000,400
42.6554058,-73.9135385,5100,400
42.6525563,-73.9134732,5200,400
42.6497066,-73.9134079,5300,400
42.6468566,-73.9133425,5400,400
42.6440063,-73.9132771,5500,400
42.6411559,-73.9132116,5600,400
42.6383052,-73.9131461,5700,400
42.6354542,-73.9130805,5800,400
42.632603,-73.9130149,5900,400
42.6297516,-73.9129492,6000,400
42.6268999,-73.9128835,6100,400
42.6240479,-73.9128178,6200,400
42.6211958,-73.912752,6300,400
42.6183433,-73.9126862,6400,400
42.6154907,-73.9126203,6500,400
42.6126378,-73.9125544,6600,400
42.6097846,-73.9124884,6700,400
42.6069312,-73.9124224,6800,400
42.6040776,-73.9123564,6900,400
42.6012237,-73.9122903,7000,400
42.5983696,-73.9122242,7100,400
42.5955152,-73.912158,7200,400
42.5926606,-73.9120917,7300,400
42.5898058,-73.9120255,7400,400
42.5869507,-73.9119592,7500,400
42.5840953,-73.9118928,7600,400
42.5812397,-73.9118264,7700,400
42.5783839,-73.91176,7800,400
42.5755278,-73.9116935,7900,400
42.5726715,-73.9116269,8000,400
42.5698149,-73.9115604,8100,400
42.5669581,-73.9114937,8200,400
42.5641011,-73.9114271,8300,400
42.5612438,-73.9113604,8400,400
42.5583863,-73.9112936,8500,400
42.5555285,-73.9112268,8600,400
42.5526704,-73.91116,8700,400
42.5498122,-73.9110931,8800,400
42.5469537,-73.9110262,8900,400
42.5440949,-73.9109592,9000,400
42.5412359,-73.9108922,9100,400
42.5383766,-73.9108251,9200,400
42.5355171,-73.910758,9300,400
42.5326574,-73.9106908,9400,400
42.5297974,-73.9106237,9500,400
42.5269372,-73.9105564,9600,400
42.5240767,-73.9104891,9700,400
42.521216,-73.9104218,9800,400
42.518355,-73.9103544,9900,400
42.5154938,-73.910287,10000,400
42.5126324,-73.9102195,10100,400
42.5097707,-73.910152,10200,400
42.5069087,-73.9100845,10300,400
42.5040465,-73.9100169,10400,400
42.5011841,-73.9099493,10500,400
42.4983214,-73.9098816,10600,400
42.4954585,-73.9098138,10700,400
42.4925953,-73.9097461,10800,400
42.4897319,-73.9096783,10900,400
42.4868682,-73.9096104,11000,400
42.4840043,-73.9095425,11100,400
42.4811402,-73.9094745,11200,400
42.4782758,-73.9094065,11300,400
42.4754111,-73.9093385,11400,400
42.4725462,-73.9092704,11500,400
42.4696811,-73.9092023,11600,400
42.4668157,-73.9091341,11700,400
42.4639501,-73.9090659,11800,400
42.4610842,-73.9089976,11900,400
42.4582467,-73.90893,11999,400
42.8006682,-73.9159127,0,500
42.7978312,-73.9158497,100,500
42.7949939,-73.9157865,200,500
42.7921564,-73.9157234,300,500
42.7893187,-73.9156602,400,500
42.7864807,-73.9155969,500,500
42.7836424,-73.9155336,600,500
42.780804,-73.9154703,700,500
42.7779653,-73.9154069,800,500
42.7751263,-73.9153435,900,500
42.7722871,-73.91528,1000,500
42.7694477,-73.9152165,1100,500
42.766608,-73.9151529,1200,500
42.7637681,-73.9150893,1300,500
42.7609279,-73.9150257,1400,500
42.7580875,-73.914962,1500,500
42.7552469,-73.9148983,1600,500
42.752406,-73.9148345,1700,500
42.7495649,-73.9147707,1800,500
42.7467235,-73.9147068,1900,500
42.7438819,-73.9146429,2000,500
42.7410401,-73.914579,2100,500
42.738198,-73.914515,2200,500
42.7353557,-73.9144509,2300,500
42.7325131,-73.9143869,2400,500
42.7296703,-73.9143227,2500,500
42.7268272,-73.9142586,2600,500
42.7239839,-73.9141944,2700,500
42.7211404,-73.9141301,2800,500
42.7182966,-73.9140658,2900,500
42.7154526,-73.9140015,3000,500
42.7126083,-73.9139371,3100,500
42.7097638,-73.9138727,3200,500
42.7069191,-73.9138082,3300,500
42.7040741,-73.9137437,3400,500
42.7012289,-73.9136791,3500,500
42.6983834,-73.9136145,3600,500
42.6955377,-73.9135499,3700,500
42.6926918,-73.9134852,3800,500
42.6898456,-73.9134205,3900,500
42.6869991,-73.9133557,4000,500
42.6841525,-73.9132909,4100,500
42.6813055,-73.913226,4200,500
42.6784584,-73.9131611,4300,500
42.675611,-73.9130962,4400,500
42.6727633,-73.9130312,4500,500
42.6699154,-73.9129661,4600,500
42.6670673,-73.9129011,4700,500
42.6642189,-73.9128359,4800,500
42.6613703,-73.9127708,4900,500
42.6585215,-73.9127056,5000,500
42.6556724,-73.9126403,5100,500
42.652823,-73.912575,5200,500
42.6499734,-73.9125097,5300,500
42.6471236,-73.9124443,5400,500
42.6442735,-73.9123788,5500,500
42.6414232,-73.9123134,5600,500
42.6385726,-73.9122478,5700,500
42.6357218,-73.9121823,5800,500
42.6328708,-73.9121167,5900,500
42.6300195,-73.912051,6000,500
42.627168,-73.9119853,6100,500
42.6243162,-73.9119196,6200,500
42.6214642,-73.9118538,6300,500
42.6186119,-73.911788,6400,500
42.6157594,-73.9117221,6500,500
42.6129067,-73.9116562,6600,500
42.6100537,-73.9115903,6700,500
42.6072005,-73.9115243,6800,500
42.604347,-73.9114582,6900,500
42.6014933,-73.9113921,7000,500
42.5986393,-73.911326,7100,500
42.5957851,-73.9112598,7200,500
42.5929306,-73.9111936,7300,500
42.5900759,-73.9111273,7400,500
42.587221,-73.911061,7500,500
42.5843658,-73.9109947,7600,500
42.5815104,-73.9109283,7700,500
42.5786547,-73.9108618,7800,500
42.5757988,-73.9107953,7900,500
42.5729426,-73.9107288,8000,500
42.5700862,-73.9106622,8100,500
42.5672296,-73.9105956,8200,500
42.5643727,-73.910529,8300,500
42.5615156,-73.9104623,8400,500
42.5586582,-73.9103955,8500,500
42.5558005,-73.9103287,8600,500
42.5529427,-73.9102619,8700,500
42.5500846,-73.910195,8800,500
42.5472262,-73.9101281,8900,500
42.5443676,-73.9100611,9000,500
42.5415088,-73.9099941,9100,500
42.5386497,-73.909927,9200,500
42.5357903,-73.9098599,9300,500
42.5329307,-73.9097928,9400,500
42.5300709,-73.9097256,9500,500
42.5272108,-73.9096583,9600,500
42.5243505,-73.9095911,9700,500
42.52149,-73.9095237,9800,500
42.5186292,-73.9094564,9900,500
42.5157681,-73.9093889,10000,500
42.5129068,-73.9093215,10100,500
42.5100453,-73.909254,10200,500
42.5071835,-73.9091864,10300,500
42.5043214,-73.9091189,10400,500
42.5014592,-73.9090512,10500,500
42.4985966,-73.9089835,10600,500
42.4957339,-73.9089158,10700,500
42.4928709,-73.908848,10800,500
42.4900076,-73.9087802,10900,500
42.4871441,-73.9087124,11000,500
42.4842803,-73.9086445,11100,500
42.4814164,-73.9085765,11200,500
42.4785521,-73.9085085,11300,500
42.4756876,-73.9084405,11400,500
42.4728229,-73.9083724,11500,500
42.4699579,-73.9083043,11600,500
42.4670927,-73.9082361,11700,500
42.4642272,-73.9081679,11800,500
42.4613615,-73.9080996,11900,500
42.4585242,-73.908032,11999,500
42.8009268,-73.9150143,0,600
42.7980899,-73.9149512,100,600
42.7952528,-73.9148881,200,600
42.7924155,-73.914825,300,600
42.7895779,-73.9147617,400,600
42.7867401,-73.9146985,500,600
42.783902,-73.9146352,600,600
42.7810637,-73.9145719,700,600
42.7782251,-73.9145085,800,600
42.7753863,-73.9144451,900,600
42.7725473,-73.9143816,1000,600
42.769708,-73.9143181,1100,600
42.7668685,-73.9142545,1200,600
42.7640287,-73.9141909,1300,600
42.7611887,-73.9141273,1400,600
42.7583485,-73.9140636,1500,600
42.755508,-73.9139999,1600,600
42.7526673,-73.9139361,1700,600
42.7498263,-73.9138723,1800,600
42.7469851,-73.9138084,1900,600
42.7441437,-73.9137445,2000,600
42.741302,-73.9136806,2100,600
42.73846,-73.9136166,2200,600
42.7356179,-73.9135526,2300,600
42.7327755,-73.9134885,2400,600
42.7299328,-73.9134244,2500,600
42.7270899,-73.9133602,2600,600
42.7242468,-73.913296,2700,600
42.7214034,-73.9132318,2800,600
42.7185598,-73.9131675,2900,600
42.7157159,-73.9131032,3000,600
42.7128718,-73.9130388,3100,600
42.7100275,-73.9129744,3200,600
42.7071829,-73.9129099,3300,600
42.7043381,-73.9128454,3400,600
42.701493,-73.9127808,3500,600
42.6986477,-73.9127162,3600,600
42.6958021,-73.9126516,3700,600
42.6929564,-73.9125869,3800,600
42.6901103,-73.9125222,3900,600
42.687264,-73.9124574,4000,600
42.6844175,-73.9123926,4100,600
42.6815708,-73.9123277,4200,600
42.6787238,-73.9122628,4300,600
42.6758765,-73.9121979,4400,600
42.673029,-73.9121329,4500,600
42.6701813,-73.9120679,4600,600
42.6673333,-73.9120028,4700,600
42.6644851,-73.9119377,4800,600
42.6616366,-73.9118725,4900,600
42.6587879,-73.9118073,5000,600
42.655939,-73.9117421,5100,600
42.6530898,-73.9116768,5200,600
42.6502404,-73.9116114,5300,600
42.6473907,-73.911546,5400,600
42.6445408,-73.9114806,5500,600
42.6416906,-73.9114151,5600,600
42.6388402,-73.9113496,5700,600
42.6359896,-73.9112841,5800,600
42.6331387,-73.9112185,5900,600
42.6302876,-73.9111528,6000,600
